,task_id,attachment,filename,gunshot
27,621161b0c4ecab37a34b7102,scaledata://62113c64256644003ae088d9/81491d84-05a0-4a18-b175-429cc0c6486b,7 (11).wav,1
28,621161afc4ecab37a34b70ed,scaledata://62113c64256644003ae088d9/d156fbfd-1d50-400a-aa71-d236f0ac7b27,7 (85).wav,1
29,621161aec4ecab37a34b70cc,scaledata://62113c64256644003ae088d9/b47d558f-f6a0-4b65-ac23-593d86263980,7 (93).wav,1
30,621161aec4ecab37a34b70c9,scaledata://62113c64256644003ae088d9/9b9ef22a-1901-4c15-94ae-4776d087cb2b,7 (46).wav,1
31,621161aec4ecab37a34b70c8,scaledata://62113c64256644003ae088d9/4c31d81f-917f-42f2-a021-d5823f69469f,7 (10).wav,1
32,621161aec4ecab37a34b70c3,scaledata://62113c64256644003ae088d9/a4dc7b7b-ba62-4310-87a2-3061a3fb3808,7 (84).wav,1
33,621161aec4ecab37a34b70be,scaledata://62113c64256644003ae088d9/8758d6c6-132d-402e-8415-f1e8496ddd8c,7 (51).wav,1
34,621161aec4ecab37a34b70bd,scaledata://62113c64256644003ae088d9/de4b6558-e6e5-4821-accd-9aa949b87882,7 (47).wav,1
35,621161aec4ecab37a34b70bc,scaledata://62113c64256644003ae088d9/7a96571d-772e-4039-bdac-7cdad5c0ddff,7 (67).wav,1
36,621161aec4ecab37a34b70bb,scaledata://62113c64256644003ae088d9/151d39c4-b10b-417b-a5ba-6380c4f17688,7 (30).wav,1
37,621161adc4ecab37a34b70a2,scaledata://62113c64256644003ae088d9/477fe162-c5f8-4160-9b05-5761cf371218,7 (26).wav,1
38,621161acc4ecab37a34b708b,scaledata://62113c64256644003ae088d9/0c1df809-c8b5-4e23-b2ee-a82925131a02,7 (48).wav,1
39,621161abc4ecab37a34b7067,scaledata://62113c64256644003ae088d9/243cad47-40be-46a0-ae3b-10d309aa340f,7 (1).wav,1
40,621161abc4ecab37a34b7066,scaledata://62113c64256644003ae088d9/6e1aeeb6-9993-4e21-b3d8-8880bf8af0c6,7 (71).wav,1
41,621161abc4ecab37a34b705c,scaledata://62113c64256644003ae088d9/8f27c499-939a-43fa-ba6a-33efb30721b8,7 (88).wav,1
42,621161abc4ecab37a34b705d,scaledata://62113c64256644003ae088d9/0b4f7a7c-f232-4a9e-9a5a-588301f9a57d,7 (92).wav,1
43,621161abc4ecab37a34b705a,scaledata://62113c64256644003ae088d9/66390178-32a7-402f-b516-d2b6deefdce6,7 (33).wav,1
44,621161abc4ecab37a34b705b,scaledata://62113c64256644003ae088d9/5732afb9-2cfb-4958-bd62-c8bc681bf082,7 (25).wav,1
45,621161abc4ecab37a34b7057,scaledata://62113c64256644003ae088d9/5791b879-15f4-41e6-9655-33fdec9dfc40,7 (52).wav,1
46,621161abc4ecab37a34b7056,scaledata://62113c64256644003ae088d9/54d58def-92f5-44a3-a2fc-7154716ae470,7 (72).wav,1
47,621161a9c4ecab37a34b702c,scaledata://62113c64256644003ae088d9/b3ddb2e1-1eb1-4d17-8539-38b6d2a1ccca,7 (64).wav,1
48,621161a9c4ecab37a34b7023,scaledata://62113c64256644003ae088d9/afe093df-78e4-4afe-8fc8-eeba286e3716,7 (2).wav,1
49,621161a8c4ecab37a34b7005,scaledata://62113c64256644003ae088d9/2b783e8d-5306-4f5f-bb09-7c56e981e527,7 (13).wav,1
50,621161a8c4ecab37a34b6ffb,scaledata://62113c64256644003ae088d9/ba72f5bc-5bb6-4612-b74d-3f4702192b63,7 (87).wav,1
51,621161a8c4ecab37a34b6ff3,scaledata://62113c64256644003ae088d9/9ce6d2bc-bf3f-4374-9059-1ac49aca01d1,7 (91).wav,1
52,621161a8c4ecab37a34b6ff1,scaledata://62113c64256644003ae088d9/a7a6ccaf-cdb4-4103-aeaa-bae441763413,7 (44).wav,1
53,621161a8c4ecab37a34b6ff2,scaledata://62113c64256644003ae088d9/6042b163-d638-4462-9370-7621f8099d70,7 (100).wav,1
54,621161a8c4ecab37a34b6ff0,scaledata://62113c64256644003ae088d9/f8fc4b72-d6e1-4470-a9db-02c55710abe3,7 (29).wav,1
55,621161a8c4ecab37a34b6fef,scaledata://62113c64256644003ae088d9/f3653a9e-e512-4a67-b8fb-b8fdf3211d0a,7 (68).wav,1
56,621161a8c4ecab37a34b6fee,scaledata://62113c64256644003ae088d9/3c7cec20-2c17-4ce6-947f-9c2894ebfe69,7 (12).wav,1
57,621161a7c4ecab37a34b6fc6,scaledata://62113c64256644003ae088d9/9e5c1f39-82a3-4be8-bb0a-ad9070c9116c,7 (69).wav,1
58,621161a6c4ecab37a34b6fbb,scaledata://62113c64256644003ae088d9/312d1530-619b-435d-b47b-28f7f76f75c8,7 (28).wav,1
59,621161a6c4ecab37a34b6f9e,scaledata://62113c64256644003ae088d9/1df20882-acfa-44aa-ae0f-3a7641b12f8c,7 (86).wav,1
60,621161a6c4ecab37a34b6f9d,scaledata://62113c64256644003ae088d9/e5f7b218-1e3e-4216-ab00-28337af30319,7 (90).wav,1
61,621161a5c4ecab37a34b6f92,scaledata://62113c64256644003ae088d9/db1e6d31-e2db-46ef-a05c-b910c1544cb9,7 (32).wav,1
62,621161a5c4ecab37a34b6f8d,scaledata://62113c64256644003ae088d9/71afa406-7cc8-411c-ab15-66c738a4e3c4,7 (49).wav,1
63,621161a5c4ecab37a34b6f8b,scaledata://62113c64256644003ae088d9/d1280ed7-9631-41a8-93fe-7c3ccea5a551,7 (73).wav,1
64,621161a5c4ecab37a34b6f8c,scaledata://62113c64256644003ae088d9/0a678b78-7f73-4b1d-b84a-703d2ecfaac9,7 (65).wav,1
65,621161a5c4ecab37a34b6f8a,scaledata://62113c64256644003ae088d9/63333d7b-db93-40d1-a3ce-51a419ad4cb2,7 (24).wav,1
66,621161a5c4ecab37a34b6f89,scaledata://62113c64256644003ae088d9/a6cf2aed-5b8f-4a76-9092-6a9751b3d696,7 (45).wav,1
67,621161a4c4ecab37a34b6f63,scaledata://62113c64256644003ae088d9/1b9a299d-573a-401c-b883-850647f9066a,7 (3).wav,1
68,621161a3c4ecab37a34b6f58,scaledata://62113c64256644003ae088d9/55926672-8114-40a7-8e1e-fe2768dc14db,7 (53).wav,1
69,621161a3c4ecab37a34b6f33,scaledata://62113c64256644003ae088d9/4117121e-708e-4142-a2f5-6cebd5462c4e,7 (15).wav,1
70,621161a2c4ecab37a34b6f25,scaledata://62113c64256644003ae088d9/1d08c044-7e41-442b-bf38-5d870be2d443,7 (8).wav,1
71,621161a2c4ecab37a34b6f22,scaledata://62113c64256644003ae088d9/0b7e8c46-8947-488a-ac3b-1927bb243de8,7 (81).wav,1
72,621161a2c4ecab37a34b6f21,scaledata://62113c64256644003ae088d9/597bfec6-ba08-4d97-b3d8-75992591b3d8,7 (39).wav,1
73,621161a2c4ecab37a34b6f1e,scaledata://62113c64256644003ae088d9/255eaa02-0b1b-4ff6-a1cf-ac2c244d80cc,7 (42).wav,1
74,621161a2c4ecab37a34b6f1d,scaledata://62113c64256644003ae088d9/2c81cfce-983b-415f-8f99-aad788a7c582,7 (54).wav,1
75,621161a2c4ecab37a34b6f1c,scaledata://62113c64256644003ae088d9/132efac6-e829-446f-8a0f-bac587039cf8,7 (62).wav,1
76,621161a2c4ecab37a34b6f1b,scaledata://62113c64256644003ae088d9/13868259-bb31-4add-9543-75e4b025dacf,7 (78).wav,1
77,621161a1c4ecab37a34b6ef0,scaledata://62113c64256644003ae088d9/ac8491c4-aa23-4f62-a747-4c3dc0dfd2ca,7 (19).wav,1
78,621161a0c4ecab37a34b6eea,scaledata://62113c64256644003ae088d9/b97d69e5-2bb1-4088-bd4f-8bfda17340e6,7 (97).wav,1
79,6211619fc4ecab37a34b6ec7,scaledata://62113c64256644003ae088d9/1cfcaccc-08d1-458c-bbbc-7fc9d5953b97,7 (35).wav,1
80,6211619fc4ecab37a34b6eb5,scaledata://62113c64256644003ae088d9/865019a1-07d4-4a11-b696-c1563ea8d2b5,7 (58).wav,1
81,6211619fc4ecab37a34b6eb4,scaledata://62113c64256644003ae088d9/3624958a-b057-4827-94f3-71dcb02650f1,7 (4).wav,1
82,6211619fc4ecab37a34b6eb2,scaledata://62113c64256644003ae088d9/370001a8-4fb7-4995-809f-0374c7330030,7 (23).wav,1
83,6211619fc4ecab37a34b6eb3,scaledata://62113c64256644003ae088d9/ed0b3464-28f2-4246-acbd-08aef0362bcd,7 (74).wav,1
84,6211619fc4ecab37a34b6eaf,scaledata://62113c64256644003ae088d9/0f83f160-e612-4ee4-880f-61fd610893a3,7 (59).wav,1
85,6211619fc4ecab37a34b6eb1,scaledata://62113c64256644003ae088d9/afbeea79-b8fe-4402-8b0d-158936ec329f,7 (5).wav,1
86,6211619fc4ecab37a34b6eb0,scaledata://62113c64256644003ae088d9/10047876-31b8-46a3-9119-da72a888785e,7 (34).wav,1
87,6211619dc4ecab37a34b6e82,scaledata://62113c64256644003ae088d9/6aecb3f7-bb41-4ebf-af9a-3f37f2ed6e82,7 (22).wav,1
88,6211619dc4ecab37a34b6e7f,scaledata://62113c64256644003ae088d9/0ecce47c-f970-4b29-914a-450fb617b907,7 (63).wav,1
89,6211619cc4ecab37a34b6e4f,scaledata://62113c64256644003ae088d9/93d49f53-3138-4f61-abcf-ff333839f977,7 (18).wav,1
90,6211619cc4ecab37a34b6e4c,scaledata://62113c64256644003ae088d9/9607903b-26c0-49aa-ae59-3d02a2611a05,7 (79).wav,1
91,6211619cc4ecab37a34b6e4a,scaledata://62113c64256644003ae088d9/c1b8de13-38b6-4214-a308-656ba8938a17,7 (80).wav,1
92,6211619cc4ecab37a34b6e49,scaledata://62113c64256644003ae088d9/dd316edc-821e-490b-b2c7-352206bd7052,7 (14).wav,1
93,6211619cc4ecab37a34b6e48,scaledata://62113c64256644003ae088d9/2a6ea930-2ea7-4050-aaba-8188fef8b521,7 (96).wav,1
94,6211619cc4ecab37a34b6e45,scaledata://62113c64256644003ae088d9/ae214f44-f17c-4fec-bd94-3f485cde23db,7 (38).wav,1
95,6211619cc4ecab37a34b6e46,scaledata://62113c64256644003ae088d9/20797f2a-a217-4a80-9214-84c00d0ba469,7 (9).wav,1
96,6211619cc4ecab37a34b6e43,scaledata://62113c64256644003ae088d9/d40db604-67da-4afd-a9c5-eaa1e5087f5f,5 (32).wav,1
97,6211619ac4ecab37a34b6e1e,scaledata://62113c64256644003ae088d9/ed09f532-26dd-4c7b-baed-60ac9219a87f,5 (73).wav,1
98,6211619ac4ecab37a34b6e1f,scaledata://62113c64256644003ae088d9/40a2b30c-8ee1-4285-9ee6-d9e8b582b1b5,7 (43).wav,1
99,62116199c4ecab37a34b6dee,scaledata://62113c64256644003ae088d9/9081cc49-27ec-4077-a2fe-d8aef2fe9f67,5 (24).wav,1
100,62116199c4ecab37a34b6deb,scaledata://62113c64256644003ae088d9/f889eb29-8991-4a98-8bd6-8cf2cc7f2267,5 (65).wav,1
101,62116199c4ecab37a34b6dea,scaledata://62113c64256644003ae088d9/c1b1555f-8fa0-4fa1-bb0a-8a938f404d06,7 (55).wav,1
102,62116199c4ecab37a34b6de8,scaledata://62113c64256644003ae088d9/3a9ed454-80cf-4b0b-a6a6-b4a97a43b828,5 (28).wav,1
103,62116199c4ecab37a34b6de7,scaledata://62113c64256644003ae088d9/1963903f-0dbb-419d-8925-32d33a2e6131,5 (12).wav,1
104,62116199c4ecab37a34b6de9,scaledata://62113c64256644003ae088d9/e6c39563-ea7a-4f90-8fe2-f0c5db7ee206,5 (49).wav,1
105,62116199c4ecab37a34b6de6,scaledata://62113c64256644003ae088d9/7299ea21-65fb-4184-87bc-3616f1962d84,5 (69).wav,1
106,62116199c4ecab37a34b6de5,scaledata://62113c64256644003ae088d9/9b83833e-9e12-4da6-9070-705620aa8505,5 (90).wav,1
107,62116197c4ecab37a34b6dbc,scaledata://62113c64256644003ae088d9/0442d640-4eff-4d86-9bf7-3763b2ab9c15,5 (86).wav,1
108,62116197c4ecab37a34b6dba,scaledata://62113c64256644003ae088d9/7c28de6b-cc8b-4712-9bb5-5019482913e4,5 (45).wav,1
109,62116196c4ecab37a34b6d87,scaledata://62113c64256644003ae088d9/297ca638-f890-4674-ba67-480b072e6110,7 (75).wav,1
110,62116196c4ecab37a34b6d85,scaledata://62113c64256644003ae088d9/ca78f26e-10fc-4efe-b2da-0049870c513b,5 (13).wav,1
111,62116196c4ecab37a34b6d82,scaledata://62113c64256644003ae088d9/4cc425b0-6d5c-4551-aabf-4894a90242ff,5 (52).wav,1
112,62116196c4ecab37a34b6d81,scaledata://62113c64256644003ae088d9/4a2604e9-52ce-431e-8413-dab34d2b7265,5 (44).wav,1
113,62116196c4ecab37a34b6d84,scaledata://62113c64256644003ae088d9/1f728f1c-38b5-46ae-9b7f-cafa53ee2d66,5 (1).wav,1
114,62116196c4ecab37a34b6d83,scaledata://62113c64256644003ae088d9/6d604cfe-07aa-484e-865d-15017acc088a,5 (100).wav,1
115,62116196c4ecab37a34b6d7f,scaledata://62113c64256644003ae088d9/4d9c247c-29ca-4de8-be59-d824d7465c50,5 (91).wav,1
116,62116196c4ecab37a34b6d7e,scaledata://62113c64256644003ae088d9/200c8406-8362-457f-b628-beaa94d6dcab,5 (87).wav,1
117,62116194c4ecab37a34b6d52,scaledata://62113c64256644003ae088d9/533644e6-acf8-4330-8511-23eaeca3ac49,5 (48).wav,1
118,62116194c4ecab37a34b6d51,scaledata://62113c64256644003ae088d9/e9f8dba5-084d-411e-81ba-2c836e865c88,5 (68).wav,1
119,62116193c4ecab37a34b6d26,scaledata://62113c64256644003ae088d9/892b49ee-63af-4110-8cd5-5e45a03b78ec,5 (29).wav,1
120,62116193c4ecab37a34b6d1a,scaledata://62113c64256644003ae088d9/e4c070e2-fe03-4a54-ba28-71d0c0b9860c,5 (96).wav,1
121,62116193c4ecab37a34b6d15,scaledata://62113c64256644003ae088d9/7974eced-d2c0-47a2-98b1-f94626f9bb6b,5 (79).wav,1
122,62116193c4ecab37a34b6d13,scaledata://62113c64256644003ae088d9/e4882190-1ccc-4a5b-a6c3-e58a99f74495,5 (38).wav,1
123,62116193c4ecab37a34b6d11,scaledata://62113c64256644003ae088d9/ea72b6b0-5579-4f19-9e9b-756d7b60a6da,5 (33).wav,1
124,62116193c4ecab37a34b6d10,scaledata://62113c64256644003ae088d9/0c0e619f-20fe-48cb-90d2-e857d0b1d862,5 (72).wav,1
125,62116193c4ecab37a34b6d0e,scaledata://62113c64256644003ae088d9/7b5e0356-4a80-4895-84a8-f122e6bcdc85,5 (25).wav,1
126,62116193c4ecab37a34b6d0b,scaledata://62113c64256644003ae088d9/e95af922-bd84-412d-9f9f-17de5401355f,5 (64).wav,1
127,62116192c4ecab37a34b6cdf,scaledata://62113c64256644003ae088d9/4ef6d036-19b4-4300-a923-fbb2282464a5,5 (43).wav,1
128,62116192c4ecab37a34b6cde,scaledata://62113c64256644003ae088d9/f3096c93-23e7-4eda-9238-dbd4745ccfaf,5 (80).wav,1
129,62116190c4ecab37a34b6cb3,scaledata://62113c64256644003ae088d9/b7c0e9b4-5098-4f47-95e5-a23911409c08,5 (7).wav,1
130,62116190c4ecab37a34b6cb0,scaledata://62113c64256644003ae088d9/f174922e-4ea5-4711-bc1e-2e8ed567f154,5 (14).wav,1
131,62116190c4ecab37a34b6caa,scaledata://62113c64256644003ae088d9/4c06cbf2-a303-47a1-97f0-af81e4d1bc5a,5 (75).wav,1
132,62116190c4ecab37a34b6ca6,scaledata://62113c64256644003ae088d9/29fd69fa-382e-491a-bad5-aa62d1ef4910,5 (22).wav,1
133,62116190c4ecab37a34b6ca5,scaledata://62113c64256644003ae088d9/548a897e-bf5e-4339-b096-5fb463a59d90,5 (55).wav,1
134,62116190c4ecab37a34b6c9f,scaledata://62113c64256644003ae088d9/4f3fa09f-4b4d-4c25-9248-2d337f45378b,5 (19).wav,1
135,62116190c4ecab37a34b6ca0,scaledata://62113c64256644003ae088d9/80ffc071-57bb-4fa4-93c7-d9a38f578179,5 (53).wav,1
136,62116190c4ecab37a34b6c9a,scaledata://62113c64256644003ae088d9/7e08cd26-a223-4610-b60e-67710da16ca2,5 (18).wav,1
137,6211618ec4ecab37a34b6c6e,scaledata://62113c64256644003ae088d9/ebe65bb7-e811-4258-b9ba-b5fde429f5de,5 (59).wav,1
138,6211618ec4ecab37a34b6c6c,scaledata://62113c64256644003ae088d9/f3954ce6-929e-4782-8cf2-ff2f2fd9c2fb,5 (58).wav,1
139,6211618ec4ecab37a34b6c4d,scaledata://62113c64256644003ae088d9/98c0b8bd-2a94-4156-bbca-cd41906b30be,5 (63).wav,1
140,6211618dc4ecab37a34b6c3a,scaledata://62113c64256644003ae088d9/1536055c-504f-4e69-9703-0d077f3bb14a,5 (62).wav,1
141,6211618dc4ecab37a34b6c39,scaledata://62113c64256644003ae088d9/fb42ceee-ee15-4bab-97e1-1a7ca013062d,5 (34).wav,1
142,6211618dc4ecab37a34b6c38,scaledata://62113c64256644003ae088d9/80c1e40c-c661-4bec-880f-968ccb8fc14f,5 (42).wav,1
143,6211618dc4ecab37a34b6c37,scaledata://62113c64256644003ae088d9/9795c89c-56ac-46e3-92de-14d62ed20efd,5 (74).wav,1
144,6211618dc4ecab37a34b6c35,scaledata://62113c64256644003ae088d9/fbeec6f7-f056-4c47-89cc-e88f263cb903,5 (54).wav,1
145,6211618dc4ecab37a34b6c36,scaledata://62113c64256644003ae088d9/5e047ebd-ccd3-4604-9f79-d8a9389beba9,5 (23).wav,1
146,6211618dc4ecab37a34b6c2e,scaledata://62113c64256644003ae088d9/4de5ff56-8dea-4331-b393-063690008d08,5 (35).wav,1
147,6211618cc4ecab37a34b6c07,scaledata://62113c64256644003ae088d9/6b36e3fb-7960-492a-aa15-bf0d3cf2b2c7,5 (5).wav,1
148,6211618cc4ecab37a34b6c06,scaledata://62113c64256644003ae088d9/ffc3ffdf-2075-4d73-86e2-e737058de987,5 (57).wav,1
149,6211618ac4ecab37a34b6bde,scaledata://62113c64256644003ae088d9/1864d274-0d8c-4e27-9a1b-c16f80859646,5 (39).wav,1
150,6211618ac4ecab37a34b6bd2,scaledata://62113c64256644003ae088d9/3d2c720f-2aac-4d84-9429-905ad37853f0,5 (78).wav,1
151,6211618ac4ecab37a34b6bce,scaledata://62113c64256644003ae088d9/061fc47b-74ac-4012-97a5-7f59ca711e52,5 (6).wav,1
152,6211618ac4ecab37a34b6bcf,scaledata://62113c64256644003ae088d9/4389d916-a54b-44e1-8682-58a0c9e100b4,5 (97).wav,1
153,6211618ac4ecab37a34b6bcd,scaledata://62113c64256644003ae088d9/b79700a4-82ac-4d5d-b6c3-e05dcedca4e1,5 (41).wav,1
154,6211618ac4ecab37a34b6bcc,scaledata://62113c64256644003ae088d9/aab49453-ba3e-4814-b864-8f1f603156d3,5 (15).wav,1
155,6211618ac4ecab37a34b6bc8,scaledata://62113c64256644003ae088d9/a04403b9-9ebe-45dd-80cd-25261bfb016f,5 (81).wav,1
156,6211618ac4ecab37a34b6bc4,scaledata://62113c64256644003ae088d9/c72a8d6d-029e-4a01-adb8-f711e007cb82,5 (9).wav,1
157,62116189c4ecab37a34b6ba6,scaledata://62113c64256644003ae088d9/4de6672b-94c0-4992-84d4-cdd25e902193,5 (16).wav,1
158,62116189c4ecab37a34b6ba5,scaledata://62113c64256644003ae088d9/ae666a9f-77f8-4032-ae43-926d3706b432,5 (82).wav,1
159,62116187c4ecab37a34b6b74,scaledata://62113c64256644003ae088d9/42997044-4277-471c-a47e-1b4f2fc275a0,5 (61).wav,1
160,62116187c4ecab37a34b6b60,scaledata://62113c64256644003ae088d9/36d21274-afd5-4473-8e0d-3b29fd5be3b2,5 (21).wav,1
161,62116187c4ecab37a34b6b65,scaledata://62113c64256644003ae088d9/72c1b9ab-da15-4def-9980-445a6e95378b,5 (36).wav,1
162,62116187c4ecab37a34b6b61,scaledata://62113c64256644003ae088d9/7eea8b97-33f1-4ef9-9c54-1163673a273c,5 (76).wav,1
163,62116187c4ecab37a34b6b62,scaledata://62113c64256644003ae088d9/9aea195a-8cf5-408d-baae-f208b806d3cf,5 (77).wav,1
164,62116187c4ecab37a34b6b64,scaledata://62113c64256644003ae088d9/e66c219e-0b9d-4c94-99b6-d1760248386d,5 (94).wav,1
165,62116187c4ecab37a34b6b63,scaledata://62113c64256644003ae088d9/39b9550d-192c-44b6-9f2b-0c63a8e20596,5 (37).wav,1
166,62116187c4ecab37a34b6b5c,scaledata://62113c64256644003ae088d9/e16a0669-6e65-441a-97f0-c60a8f47e437,5 (99).wav,1
167,62116186c4ecab37a34b6b41,scaledata://62113c64256644003ae088d9/40310eb9-cd2d-4f12-8c67-dd429f211842,5 (20).wav,1
168,62116186c4ecab37a34b6b40,scaledata://62113c64256644003ae088d9/39b505c1-3cea-4f64-ac6a-bf34aa91a64a,5 (98).wav,1
169,62116184c4ecab37a34b6b0b,scaledata://62113c64256644003ae088d9/7bf8a343-e3ae-4e9e-b06a-4536663fdd27,5 (17).wav,1
170,62116184c4ecab37a34b6b09,scaledata://62113c64256644003ae088d9/377a37a5-7314-4165-8131-0205f06ce307,5 (83).wav,1
171,62116184c4ecab37a34b6afe,scaledata://62113c64256644003ae088d9/356d550e-e919-4d8c-8bb3-a6c7855390cc,5 (95).wav,1
172,62116184c4ecab37a34b6afd,scaledata://62113c64256644003ae088d9/b7ca086e-d421-4fe5-b98e-1805c55e38f9,5 (60).wav,1
173,62116184c4ecab37a34b6afa,scaledata://62113c64256644003ae088d9/83bde985-d43f-42f7-8a0a-2b220693963e,5 (88).wav,1
174,62116184c4ecab37a34b6afb,scaledata://62113c64256644003ae088d9/07eef4cf-b411-498c-aa7e-68f859275751,5 (4).wav,1
175,62116184c4ecab37a34b6afc,scaledata://62113c64256644003ae088d9/800faafe-a68f-4f69-89a2-40a33ac9c932,5 (8).wav,1
176,62116184c4ecab37a34b6af1,scaledata://62113c64256644003ae088d9/b72bb414-693f-49a1-bb32-524b0267fa92,5 (51).wav,1
177,62116183c4ecab37a34b6ada,scaledata://62113c64256644003ae088d9/738e5620-68ff-4186-aef7-ddd45d7a1aed,5 (67).wav,1
178,62116183c4ecab37a34b6ad9,scaledata://62113c64256644003ae088d9/969b8a9c-6d62-416e-ac40-36f907203582,5 (71).wav,1
179,62116181c4ecab37a34b6aa4,scaledata://62113c64256644003ae088d9/32284da7-99ed-41c9-84b3-990421046b6f,5 (30).wav,1
180,62116181c4ecab37a34b6a98,scaledata://62113c64256644003ae088d9/35a0e75c-f876-4809-be5a-1937f3e9c06e,5 (56).wav,1
181,62116181c4ecab37a34b6a8f,scaledata://62113c64256644003ae088d9/11d08853-799c-47ac-bb28-543288b871d8,5 (40).wav,1
182,62116181c4ecab37a34b6a8e,scaledata://62113c64256644003ae088d9/d3c41ddd-85bf-44a9-a344-c842a3f33c1c,5 (10).wav,1
183,62116181c4ecab37a34b6a90,scaledata://62113c64256644003ae088d9/80400423-baf9-4daa-aecf-ba7c5b6ce5b4,5 (26).wav,1
184,62116181c4ecab37a34b6a8d,scaledata://62113c64256644003ae088d9/8c232587-5d48-4746-9f51-6bee57b87b48,5 (93).wav,1
185,62116181c4ecab37a34b6a8c,scaledata://62113c64256644003ae088d9/361a3f8a-9175-4971-b2f4-10a53509d4b7,5 (3).wav,1
186,62116181c4ecab37a34b6a87,scaledata://62113c64256644003ae088d9/8e3fbf76-0b89-4897-8992-287e150c5e20,5 (47).wav,1
187,62116180c4ecab37a34b6a71,scaledata://62113c64256644003ae088d9/bfea3a5a-ed86-4ecf-8968-9c0fbe4c997a,5 (92).wav,1
188,62116180c4ecab37a34b6a6f,scaledata://62113c64256644003ae088d9/bd39c603-3a4a-405b-b9df-e1308af02bec,5 (84).wav,1
